id,price_doc
30606,18252368.62
30607,6563936.71
30608,9168912.17
30609,5663227.33
30610,3379758.02
30611,5888720.76
30612,8333888.0
30613,7517776.44
30614,18304139.44
30615,7326924.78
30616,5953694.02
30617,9996729.65
30618,4910695.9
30619,4690878.97
30620,2740975.99
30621,9583249.36
30622,8969011.79
30623,6068875.91
30624,6774390.15
30625,8235497.9
30626,6513440.33
30627,7533934.0
30628,6114532.76
30629,5365994.37
30630,4756701.3
30631,6566560.91
30632,4614974.98
30633,5619707.65
30634,12307670.52
30635,9350698.01
30636,5750244.5
30637,9281554.27
30638,6929623.55
30639,7175866.67
30640,4672883.62
30641,7496489.1
30642,6967604.57
30643,7539608.5
30644,9218464.36
30645,7173779.18
30646,5348220.13
30647,4993306.47
30648,25195994.72
30649,2667836.14
30650,4839900.0
30651,2991150.64
30652,4688055.88
30653,6949113.1
30654,5109209.89
30655,12788820.46
30656,3903752.22
30657,6138541.33
30658,9278293.7
30659,4809969.39
30660,9107111.02
30661,6446454.55
30662,9375144.63
30663,14937777.16
30664,12352442.32
30665,5724893.48
30666,2612758.98
30667,4122365.12
30668,10662817.65
30669,5158684.25
30670,2692403.52
30671,7700590.51
30672,12315978.25
30673,10393562.67
30674,10705744.6
30675,2333973.95
30676,8007738.37
30677,4185229.16
30678,18021538.3
30679,5766889.93
30680,5345920.44
30681,2547018.55
30682,7979112.62
30683,9646122.24
30684,4374794.69
30685,7533311.45
30686,9243240.34
30687,5014715.78
30688,5097558.18
30689,17984961.49
30690,24086297.38
30691,4449300.0
30692,5357898.0
30693,11874490.68
30694,5343347.02
30695,7005440.98
30696,6646799.58
30697,12241301.72
30698,4674669.11
30699,5823494.0
30700,5487765.08
30701,9289705.42
30702,7000870.13
30703,4163423.25
30704,12772606.22
30705,8636696.42
30706,22032217.42
30707,3704260.35
30708,13427219.87
30709,5496357.87
30710,8142400.0
30711,5147115.62
30712,3844351.89
30713,5954711.18
30714,7401850.22
30715,4127677.07
30716,9639040.04
30717,7126787.71
30718,14999887.38
30719,16181176.28
30720,6249440.83
30721,4798943.23
30722,7767682.89
30723,6392765.95
30724,12851486.29
30725,6294400.0
30726,12640416.6
30727,10403201.04
30728,10782239.31
30729,3625819.66
30730,5021880.0
30731,6555052.62
30732,4713810.13
30733,9199605.61
30734,6312032.64
30735,6003992.8
30736,4955584.84
30737,6274318.97
30738,6280801.15
30739,4407721.47
30740,7509726.92
30741,11253824.08
30742,4536358.96
30743,5322093.9
30744,9635071.83
30745,7305701.36
30746,6073275.47
30747,13970027.37
30748,15187343.5
30749,4788039.75
30750,7019704.07
30751,3792340.52
30752,7164389.5
30753,10659827.16
30754,4719196.64
30755,5442320.07
30756,6848242.98
30757,5197280.48
30758,11443241.15
30759,5699621.66
30760,5369578.36
30761,8794219.62
30762,6808069.23
30763,13242367.01
30764,5741171.92
30765,5207990.0
30766,4041640.26
30767,8799923.31
30768,5114250.0
30769,7324978.42
30770,5749195.86
30771,3266647.13
30772,9027400.0
30773,7442892.92
30774,5814372.49
30775,11979974.88
30776,5737401.42
30777,5700895.95
30778,8931334.89
30779,6520351.16
30780,7844313.25
30781,6350020.12
30782,5279601.43
30783,5294894.79
30784,3849941.41
30785,5386607.3
30786,4642574.59
30787,6377852.04
30788,5363786.8
30789,7651832.25
30790,5935400.0
30791,10044726.42
30792,6448710.65
30793,10594274.09
30794,13813445.81
30795,9995799.48
30796,10948979.78
30797,15800212.5
30798,3182503.59
30799,10832844.84
30800,14514364.04
30801,6329566.82
30802,18609955.72
30803,2915613.31
30804,4095379.36
30805,12730376.12
30806,6440273.41
30807,6411546.0
30808,11432437.49
30809,5276458.96
30810,11916179.3
30811,4317514.58
30812,5808467.43
30813,5302200.0
30814,3197858.79
30815,4478698.79
30816,7953282.04
30817,2321359.55
30818,7259728.1
30819,9665188.48
30820,4944995.6
30821,21805685.69
30822,8661986.51
30823,6846478.4
30824,3653234.58
30825,5111568.56
30826,11308419.74
30827,5470233.44
30828,5388100.0
30829,5651769.56
30830,8571299.13
30831,5450217.46
30832,6382662.2
30833,5362967.5
30834,4211105.0
30835,7871201.92
30836,6740432.46
30837,5255906.11
30838,3997644.17
30839,5970600.0
30840,11476466.17
30841,11501887.67
30842,7235380.88
30843,5476750.0
30844,5998019.57
30845,8402333.67
30846,4628697.8
30847,5065200.01
30848,8889512.0
30849,4984877.84
30850,4115458.47
30851,4892189.82
30852,7687574.5
30853,4361903.09
30854,4930082.42
30855,6943431.96
30856,9827033.95
30857,2493098.01
30858,4745752.28
30859,5419748.63
30860,5848173.11
30861,9074404.43
30862,6577878.92
30863,5376646.46
30864,6056908.3
30865,9712586.34
30866,7224145.78
30867,4933825.2
30868,8740563.84
30869,5761927.23
30870,2916421.84
30871,9296871.17
30872,4774864.47
30873,4173377.34
30874,5392669.24
30875,7274414.78
30876,5268112.21
30877,9936620.11
30878,5922073.24
30879,9664159.45
30880,6525547.02
30881,2293719.28
30882,9365211.56
30883,3490173.42
30884,5950687.39
30885,5581505.56
30886,6905556.93
30887,5841251.73
30888,4272875.75
30889,4591734.4
30890,7685955.26
30891,4027750.46
30892,4023087.01
30893,4548004.67
30894,5585606.28
30895,4731948.93
30896,6445788.65
30897,8276023.6
30898,7199229.23
30899,6888446.99
30900,3899393.75
30901,7003631.95
30902,2366517.19
30903,6663599.14
30904,8300600.0
30905,5966160.19
30906,6543042.21
30907,12088322.94
30908,4623665.7
30909,11261438.26
30910,7666291.39
30911,4704028.32
30912,6639356.11
30913,18902478.11
30914,5928669.8
30915,7962741.32
30916,5719489.88
30917,9073328.99
30918,7199587.86
30919,5466865.69
30920,4654624.64
30921,3900761.86
30922,5505562.64
30923,4060348.83
30924,5387595.58
30925,14416802.37
30926,6845075.5
30927,7984398.75
30928,5084252.94
30929,5427344.47
30930,10651374.33
30931,12468844.12
30932,5312516.24
30933,4935487.53
30934,13955146.17
30935,7023121.15
30936,6404910.2
30937,9830268.01
30938,4066590.48
30939,9309853.91
30940,6654788.47
30941,6071877.67
30942,4081615.1
30943,7299682.05
30944,5232416.83
30945,2715545.38
30946,13816943.28
30947,7341480.75
30948,8097896.27
30949,6419165.75
30950,5368103.82
30951,17853030.31
30952,7461068.79
30953,9652586.07
30954,5128171.17
30955,6864570.45
30956,6619233.7
30957,5903490.76
30958,28994386.07
30959,8551918.74
30960,8635000.0
30961,8246995.58
30962,11533235.11
30963,4086006.62
30964,2775089.8
30965,7559768.49
30966,10499292.66
30967,11708020.62
30968,3449463.23
30969,4140239.33
30970,6945450.68
30971,11182679.24
30972,4149161.56
30973,5267974.64
30974,5329497.52
30975,7849200.0
30976,4990574.6
30977,7487106.13
30978,6968953.63
30979,4130659.85
30980,7572848.24
30981,5593232.39
30982,7763141.59
30983,4184835.93
30984,6004353.36
30985,3738324.14
30986,9691336.68
30987,8271921.27
30988,6531879.52
30989,7694689.9
30990,14345200.52
30991,8484184.57
30992,2885588.9
30993,7718100.0
30994,4825814.04
30995,7344874.55
30996,6102920.01
30997,6999899.99
30998,4419131.05
30999,6750202.86
31000,6951214.0
31001,6448907.37
31002,10347703.83
31003,9173339.39
31004,4513580.21
31005,3335320.62
31006,8511313.8
31007,5111315.49
31008,5165598.33
31009,5541184.32
31010,6977716.16
31011,4773514.01
31012,6227444.75
31013,7273717.24
31014,15123015.69
31015,7294869.88
31016,4839978.65
31017,9424824.76
31018,5776951.68
31019,4668946.57
31020,7476044.38
31021,12431911.13
31022,21361874.32
31023,9477670.16
31024,4573500.0
31025,6105976.39
31026,6354806.2
31027,4420905.18
31028,4722750.0
31029,8411587.11
31030,6975880.36
31031,10346928.81
31032,10653186.93
31033,7799692.44
31034,6210980.02
31035,9659504.78
31036,6935102.33
31037,25348102.83
31038,4486265.48
31039,8561001.56
31040,6503028.05
31041,4429742.39
31042,3603118.05
31043,5770942.03
31044,7832922.59
31045,7037195.48
31046,14935003.03
31047,7273989.08
31048,6773495.54
31049,7240046.77
31050,7266762.71
31051,6682678.85
31052,4140440.85
31053,17316254.82
31054,6359681.55
31055,5954935.79
31056,12630003.73
31057,5817452.59
31058,8180031.72
31059,3150075.8
31060,7085146.61
31061,6730383.48
31062,5749519.13
31063,4063116.41
31064,5107249.63
31065,10985947.45
31066,4766767.7
31067,8557479.06
31068,4044050.47
31069,4628004.03
31070,4671380.63
31071,3981989.52
31072,8674063.8
31073,2292089.28
31074,7178299.28
31075,6751327.61
31076,6989666.36
31077,5940462.19
31078,4276624.82
31079,5202228.95
31080,6377404.05
31081,2811890.64
31082,10239386.11
31083,5333500.1
31084,9387854.33
31085,10868255.35
31086,4110699.72
31087,4707951.72
31088,7578537.02
31089,6308112.21
31090,31493822.08
31091,3027112.39
31092,7153310.74
31093,5736179.84
31094,6171922.0
31095,5037543.12
31096,21377211.31
31097,9365232.27
31098,9878855.66
31099,15423636.22
31100,4779341.52
31101,4594422.07
31102,4848080.15
31103,9002160.87
31104,4483350.0
31105,8249961.74
31106,4621178.72
31107,10880868.41
31108,7016981.06
31109,5274336.89
31110,8968510.79
31111,10912935.48
31112,6118197.8
31113,3840642.55
31114,4959100.0
31115,5296272.53
31116,5710134.55
31117,6350996.24
31118,4166984.05
31119,2971349.73
31120,5332249.0
31121,7011066.88
31122,6498967.39
31123,4572204.14
31124,5382085.1
31125,11252220.78
31126,15785954.14
31127,5878949.18
31128,6409716.21
31129,5261347.78
31130,13750977.06
31131,7826938.37
31132,8180641.29
31133,10794280.05
31134,6566783.02
31135,8027483.75
31136,8042142.06
31137,3907092.22
31138,6830940.37
31139,4169490.53
31140,9170586.58
31141,6683986.84
31142,9333850.15
31143,5509323.24
31144,4170057.7
31145,5792835.64
31146,4148972.53
31147,12357641.04
31148,5621672.3
31149,2366153.76
31150,9110166.29
31151,4078579.17
31152,7542512.75
31153,5201985.25
31154,15202119.34
31155,6927282.78
31156,9730115.18
31157,3617840.7
31158,9439592.81
31159,6434065.91
31160,5654029.65
31161,4140965.61
31162,4886833.2
31163,5821916.5
31164,6412589.14
31165,7011724.05
31166,5943018.04
31167,8211060.54
31168,11089594.77
31169,8572000.0
31170,6767321.0
31171,12474848.31
31172,5338590.37
31173,9788043.56
31174,10155325.22
31175,15951952.26
31176,4742921.62
31177,8732682.27
31178,4426613.05
31179,4587273.63
31180,4046154.77
31181,9000937.33
31182,6323288.79
31183,8908502.2
31184,5063634.16
31185,4514931.58
31186,9130375.81
31187,3776106.23
31188,4537797.78
31189,5482798.35
31190,6507711.35
31191,12238253.79
31192,4103736.18
31193,5832635.07
31194,13127608.18
31195,8629095.92
31196,4794723.52
31197,13159609.84
31198,5505601.64
31199,6351826.42
31200,10717321.16
31201,4192511.17
31202,3788567.34
31203,6422367.39
31204,3773370.03
31205,8668827.59
31206,5981544.82
31207,3969660.05
31208,3684820.06
31209,4212860.41
31210,5855711.76
31211,7160609.61
31212,5388908.373333334
31213,10552508.27
31214,6552484.22
31215,4720776.2
31216,5995359.08
31217,7663953.42
31218,8572237.74
31219,3974708.56
31220,7294530.3
31221,4107211.99
31222,7769000.0
31223,9315163.32
31224,6082911.2
31225,10852087.96
31226,6557558.82
31227,8869812.0
31228,10403530.54
31229,4077689.53
31230,5705027.96
31231,4450765.74
31232,6652465.16
31233,6122329.34
31234,6503871.99
31235,5216986.4
31236,6246012.17
31237,9894710.32
31238,6366147.0
31239,11613264.05
31240,6268144.2
31241,6089089.32
31242,7623956.97
31243,4083463.74
31244,7703377.85
31245,7325869.83
31246,9197092.97
31247,5379044.6
31248,7298650.46
31249,9214925.03
31250,6033863.47
31251,7181756.32
31252,6568256.35
31253,8951831.06
31254,6509502.76
31255,11910217.54
31256,6735422.68
31257,5089912.0
31258,6867339.52
31259,10514162.81
31260,8499543.01
31261,22734700.1
31262,5940590.53
31263,6388806.09
31264,4121207.16
31265,8721507.36
31266,7550048.95
31267,4149944.85
31268,4719329.69
31269,6906159.31
31270,4438525.47
31271,5946192.47
31272,15210661.33
31273,7477894.82
31274,6426100.0
31275,6117585.41
31276,6582990.4
31277,4754584.16
31278,15727131.9
31279,14647230.42
31280,8108347.69
31281,7100775.51
31282,12203776.95
31283,6446325.91
31284,3450906.52
31285,5997322.26
31286,7948703.31
31287,9576439.84
31288,4386716.25
31289,9665371.48
31290,5943477.23
31291,7085297.2
31292,4141178.51
31293,7642978.72
31294,4158859.55
31295,18166417.99
31296,10564197.78
31297,6561807.09
31298,3766449.57
31299,9255302.8
31300,6618985.14
31301,7407171.31
31302,6006613.93
31303,7503749.84
31304,7630814.95
31305,10217625.46
31306,3381829.1
31307,5696566.78
31308,8523950.0
31309,8946150.94
31310,51155346.06
31311,4585300.0
31312,4680089.66
31313,13106728.71
31314,6181896.4
31315,9642806.27
31316,11331036.51
31317,18140833.19
31318,9191263.29
31319,6449766.17
31320,6801088.72
31321,6919134.47
31322,8187502.23
31323,7420408.24
31324,8058503.67
31325,5687450.0
31326,5721931.18
31327,8448775.41
31328,12928694.05
31329,5224454.63
31330,12292086.98
31331,8964293.89
31332,5501740.0
31333,4983650.0
31334,4732441.77
31335,6518566.48
31336,8717554.3
31337,7654448.36
31338,4890606.75
31339,4938600.57
31340,8348404.01
31341,9268408.73
31342,4941623.05
31343,4014856.82
31344,4217641.3
31345,4890381.39
31346,4065036.23
31347,9502930.77
31348,11559050.31
31349,10987261.02
31350,3729876.25
31351,6007977.56
31352,10611274.67
31353,5160206.71
31354,7509471.37
31355,8787411.98
31356,4559169.7
31357,5166882.86
31358,2745114.33
31359,6503097.12
31360,10875071.13
31361,4191400.0
31362,9660778.98
31363,5321945.03
31364,3110455.45
31365,4045157.8
31366,6954214.69
31367,10510775.9
31368,6354572.36
31369,4608609.16
31370,9413345.39
31371,8626417.79
31372,7437738.6
31373,4928792.76
31374,5777447.06
31375,5824697.4
31376,6351025.16
31377,8995590.46
31378,5491732.2
31379,34666518.72
31380,5123887.97
31381,7732179.77
31382,5161670.76
31383,7070980.0
31384,27135814.5
31385,14425614.79
31386,8015498.54
31387,12594777.01
31388,4983189.8
31389,4726882.08
31390,8630400.0
31391,5157310.29
31392,9940753.27
31393,10139364.53
31394,5569759.04
31395,4617001.79
31396,10409032.39
31397,7297090.36
31398,2569294.06
31399,12598217.16
31400,4217310.02
31401,11494710.75
31402,8228339.71
31403,5133545.34
31404,3107322.0
31405,3894426.34
31406,6520786.34
31407,4095481.86
31408,6407092.9
31409,3472034.03
31410,12279327.46
31411,8305749.53
31412,10512196.78
31413,8760865.66
31414,5048631.3
31415,15244428.05
31416,6441031.19
31417,5256792.64
31418,7660826.86
31419,8892978.72
31420,10139709.31
31421,6821225.95
31422,5926906.44
31423,8435425.37
31424,15484958.41
31425,6047224.9
31426,4635100.0
31427,5903617.75
31428,8230733.8
31429,14111363.43
31430,4700131.22
31431,5314085.87
31432,4811617.09
31433,5699699.83
31434,4136914.96
31435,10626308.77
31436,9839415.38
31437,12371836.54
31438,7860166.11
31439,13848342.41
31440,6497086.33
31441,6497932.17
31442,7502307.64
31443,11967391.5
31444,6253239.11
31445,10151248.15
31446,14064303.07
31447,5936507.0
31448,6820617.82
31449,6047468.92
31450,7343087.67
31451,7771448.0
31452,12483611.66
31453,2548129.66
31454,5803570.8
31455,7744940.0
31456,5108166.07
31457,6025179.35
31458,18120119.94
31459,7692764.62
31460,5127321.54
31461,4268522.73
31462,3848778.61
31463,5270443.5
31464,8134135.0
31465,4855948.13
31466,46945637.42
31467,4119359.0
31468,13196274.0
31469,5074031.77
31470,5295434.32
31471,13708049.67
31472,2761579.81
31473,7320706.97
31474,3750037.68
31475,7407965.86
31476,21312866.72
31477,6643112.44
31478,5013950.0
31479,6839674.05
31480,7441172.16
31481,8846064.0
31482,10226829.06
31483,7653526.85
31484,7282789.05
31485,3960460.84
31486,2874148.99
31487,5083654.0
31488,13943027.98
31489,8521795.41
31490,4614700.11
31491,5876400.0
31492,8763220.1
31493,11122224.56
31494,6035338.5
31495,4963481.38
31496,7856398.57
31497,4883112.48
31498,6117642.85
31499,9486726.79
31500,10494457.56
31501,8624392.73
31502,8858284.59
31503,5905342.76
31504,9478761.14
31505,20526260.86
31506,7421389.42
31507,6775287.79
31508,5905992.13
31509,5861747.15
31510,6130342.86
31511,5236368.71
31512,5761769.61
31513,26726917.81
31514,26400530.84
31515,2590759.61
31516,16011095.96
31517,5587262.52
31518,7665892.16
31519,5850301.88
31520,6701710.0
31521,5180339.55
31522,4397159.7
31523,7617150.0
31524,9572819.59
31525,11007809.06
31526,5967573.74
31527,7487834.99
31528,4462500.0
31529,5541025.64
31530,6227413.49
31531,9399420.81
31532,6035886.82
31533,13492632.89
31534,8850168.94
31535,12081845.0
31536,8173463.49
31537,4499104.96
31538,5082277.31
31539,3798569.16
31540,9294294.7
31541,2708508.53
31542,5383545.84
31543,4120230.02
31544,5141320.64
31545,8360022.12
31546,12638133.21
31547,4831686.46
31548,6251344.89
31549,5919628.38
31550,4596784.46
31551,6198046.28
31552,7720291.54
31553,6231842.88
31554,8310044.06
31555,3823188.17
31556,7290065.39
31557,5703555.4
31558,9567918.32
31559,2727350.31
31560,7522781.45
31561,6460290.83
31562,29873836.1
31563,4416311.77
31564,8583652.43
31565,8947045.97
31566,5781304.89
31567,17472932.79
31568,7576527.51
31569,7046843.14
31570,6844681.55
31571,6278957.45
31572,4059744.49
31573,5102568.24
31574,8867487.81
31575,5973217.29
31576,7794551.8
31577,5101577.4
31578,8360190.49
31579,5363804.97
31580,6434676.86
31581,5414154.7
31582,5018884.61
31583,8038972.02
31584,4181830.71
31585,6551758.34
31586,12418732.47
31587,13299251.54
31588,9778279.17
31589,3862518.04
31590,6399417.28
31591,6340289.91
31592,7586437.81
31593,6198700.0
31594,8790355.18
31595,5793594.26
31596,3762574.49
31597,5463950.0
31598,3454629.16
31599,7655680.6
31600,7310824.43
31601,15635592.71
31602,5820096.72
31603,15915228.8
31604,5156165.57
31605,5091509.21
31606,6480607.48
31607,8115108.84
31608,5768223.52
31609,5752197.32
31610,8291200.0
31611,5445009.12
31612,6328368.34
31613,4629600.61
31614,17183276.02
31615,10327262.97
31616,11515582.58
31617,4015373.84
31618,8149313.18
31619,9922426.84
31620,4592564.88
31621,6315171.44
31622,32654819.99
31623,10914552.59
31624,4604067.19
31625,8624647.55
31626,5959312.17
31627,6806738.97
31628,10559364.07
31629,10994551.32
31630,4152865.24
31631,6360680.39
31632,18588365.0
31633,5627900.0
31634,9839330.0
31635,13826954.88
31636,6201576.0
31637,5351792.87
31638,7775959.08
31639,4145738.14
31640,9824598.12
31641,4206515.74
31642,3018804.46
31643,6481987.39
31644,9296386.36
31645,5115697.51
31646,8895608.86
31647,4814360.0
31648,11368499.88
31649,5598151.28
31650,6966056.98
31651,10106211.36
31652,5682001.39
31653,6067139.54
31654,4848100.0
31655,4196614.09
31656,22558080.25
31657,7283498.89
31658,4764200.44
31659,6407417.62
31660,5201950.0
31661,5157322.81
31662,7231399.91
31663,4166662.57
31664,3975331.47
31665,4538181.2
31666,5283197.02
31667,7704097.52
31668,8544700.41
31669,11298644.39
31670,7380437.86
31671,4865750.0
31672,7893938.45
31673,6658928.27
31674,10730821.71
31675,7366915.72
31676,8068654.62
31677,4885224.0
31678,4827951.82
31679,8197906.14
31680,5730749.46
31681,6546328.12
31682,3151054.37
31683,6522240.35
31684,5261888.41
31685,4076485.99
31686,12727006.73
31687,11830165.35
31688,10464326.11
31689,4140276.69
31690,6776459.93
31691,4156726.19
31692,3687061.22
31693,6819945.8
31694,6875388.65
31695,7224468.74
31696,4032485.03
31697,5299881.73
31698,4118185.95
31699,5780579.81
31700,4639950.0
31701,9719783.27
31702,5814151.95
31703,8853138.35
31704,6023730.6
31705,9558957.18
31706,5512362.71
31707,10799460.93
31708,9202942.11
31709,5474884.58
31710,11015026.78
31711,7684221.24
31712,8299592.62
31713,5872999.14
31714,5842039.37
31715,5597543.42
31716,5909867.4
31717,10985751.46
31718,5068185.19
31719,7370375.8
31720,3907329.4
31721,4751017.12
31722,6544685.33
31723,5754742.76
31724,5644693.99
31725,5131817.81
31726,13011188.29
31727,6942748.22
31728,5420472.75
31729,6112184.83
31730,3853388.16
31731,7245353.58
31732,8698501.24
31733,3855739.19
31734,4592519.06
31735,2749570.16
31736,7101067.22
31737,5180021.72
31738,5845532.15
31739,5864764.72
31740,7836900.0
31741,11248965.13
31742,12654606.74
31743,7608649.8
31744,4509802.47
31745,3808620.58
31746,9825571.56
31747,5101438.32
31748,15861647.7
31749,5176074.92
31750,10041388.48
31751,7823913.49
31752,4469554.73
31753,4430892.12
31754,7725550.0
31755,11665300.39
31756,2417975.03
31757,5662863.0
31758,6498528.0
31759,6442079.51
31760,6241584.18
31761,15712036.18
31762,2738991.34
31763,11045342.94
31764,6076719.7
31765,4348765.82
31766,7482832.28
31767,4095101.98
31768,7509131.26
31769,9470457.15
31770,3689565.12
31771,4178158.34
31772,7419999.29
31773,5791518.5
31774,6908897.83
31775,10747495.27
31776,2372141.3
31777,4284681.12
31778,9977951.59
31779,9020905.31
31780,7157723.68
31781,7900504.68
31782,6233922.62
31783,4184062.72
31784,4731900.0
31785,6427032.63
31786,5400068.49
31787,6524517.3
31788,5874130.33
31789,6319853.85
31790,4165882.98
31791,8128800.04
31792,7443499.84
31793,8835708.07
31794,7037008.7
31795,5597215.83
31796,4356045.06
31797,15713520.43
31798,7519195.37
31799,5439923.66
31800,6046070.0
31801,3999826.67
31802,6674632.62
31803,8182900.0
31804,4605050.0
31805,4025670.31
31806,6277964.32
31807,6358520.72
31808,8364324.25
31809,5018155.07
31810,4150495.04
31811,7940679.01
31812,6139561.25
31813,6601823.97
31814,6089200.0
31815,6325721.23
31816,5001780.0
31817,4147025.78
31818,6291550.6
31819,5600276.47
31820,10784339.89
31821,12929109.98
31822,5758113.24
31823,4803009.61
31824,4245052.9
31825,5062572.18
31826,6022743.52
31827,6498009.96
31828,6123539.5
31829,9517931.03
31830,5044787.08
31831,3058605.8
31832,12225466.01
31833,10198650.28
31834,6075125.17
31835,5138180.91
31836,7566418.51
31837,4198051.25
31838,8095795.3
31839,5386144.45
31840,8662709.01
31841,5253318.65
31842,6843964.0
31843,4111614.68
31844,6336301.56
31845,8568494.78
31846,5411206.01
31847,5249449.99
31848,5369393.85
31849,7433122.39
31850,6191672.81
31851,12120976.35
31852,6691964.67
31853,9118433.62
31854,6148474.1
31855,5221800.27
31856,6874395.12
31857,9232657.61
31858,10512863.99
31859,32494295.6
31860,7307275.17
31861,16514448.37
31862,7640939.29
31863,9486631.47
31864,4091440.04
31865,5685912.21
31866,2947389.56
31867,8545617.8
31868,5037892.28
31869,10161378.33
31870,3686058.07
31871,5106593.92
31872,11016601.18
31873,6276773.99
31874,5212637.64
31875,5380781.0
31876,5216689.0
31877,22005507.89
31878,3220452.17
31879,8451420.0
31880,10829404.3
31881,5146682.06
31882,12190841.57
31883,5164131.32
31884,5394540.42
31885,6245016.88
31886,9012120.99
31887,9639817.72
31888,3801472.49
31889,12123226.93
31890,5180006.36
31891,2985865.35
31892,4190844.84
31893,16424479.52
31894,6853659.67
31895,3636938.53
31896,4122931.64
31897,3997452.43
31898,4181038.88
31899,4019613.49
31900,5587151.07
31901,7314773.51
31902,7686808.81
31903,5557168.32
31904,4508940.88
31905,6694217.3
31906,4514119.3
31907,4112191.73
31908,3748188.7
31909,7227300.0
31910,4217737.83
31911,4154446.0
31912,6954069.16
31913,8234265.92
31914,6429672.1
31915,6865017.06
31916,4560835.83
31917,5328178.56
31918,4679803.58
31919,6925176.41
31920,4247547.19
31921,6099906.25
31922,5534432.83
31923,13638611.95
31924,8984522.78
31925,6025280.0
31926,9215399.26
31927,11851255.37
31928,7650833.15
31929,14796498.5
31930,9662713.7
31931,6583710.68
31932,8098158.44
31933,7297140.84
31934,5242181.46
31935,5654163.72
31936,4551486.07
31937,6512210.08
31938,4108900.0
31939,4977636.19
31940,7008715.18
31941,31966094.72
31942,5201338.0
31943,8136550.26
31944,4567462.05
31945,6157515.15
31946,9554996.32
31947,9078342.82
31948,6582117.45
31949,9360957.22
31950,12200432.0
31951,5844993.72
31952,6247605.3
31953,3976697.15
31954,12242402.14
31955,5005359.02
31956,9120947.71
31957,4218581.23
31958,4830590.0
31959,10665284.78
31960,7340330.76
31961,9301756.33
31962,4384987.89
31963,7055160.13
31964,5490263.69
31965,6020019.88
31966,13295821.26
31967,13802251.67
31968,7563604.87
31969,22360018.87
31970,5910976.46
31971,4793268.69
31972,5756543.72
31973,4727622.43
31974,7331035.58
31975,3931812.75
31976,4551188.96
31977,9506582.68
31978,5766206.64
31979,5269297.55
31980,5258343.37
31981,5881629.21
31982,7911755.98
31983,9700327.99
31984,7853498.2
31985,5238053.62
31986,4700523.82
31987,5530582.81
31988,7901500.0
31989,13616500.92
31990,4025992.83
31991,10284252.52
31992,5366296.72
31993,6856101.27
31994,7685058.7
31995,7549632.19
31996,10530800.51
31997,4894371.08
31998,4143571.14
31999,5518534.9
32000,6436813.26
32001,53604560.98
32002,21265049.68
32003,10567609.76
32004,8028938.36
32005,5306764.11
32006,16753922.52
32007,9351982.64
32008,6227060.32
32009,4125245.0
32010,7914139.4
32011,5421510.35
32012,2167390.03
32013,5290828.72
32014,5311007.2
32015,7799967.89
32016,6924790.87
32017,11326095.75
32018,6224986.0
32019,5455411.75
32020,6035044.28
32021,9003044.52
32022,5725923.4
32023,4322477.87
32024,5626332.67
32025,5907770.16
32026,5276581.54
